Year,Topic,Winner,SubTopic,Value
90,"Presenters","Supporting Actress","Mahershala Ali"
90,"Presenters","Animated Short Film","Mark Hamill, Oscar Isaac, Kelly Marie Tran, BB-9"
90,"Presenters","Animated Feature","Mark Hamill, Oscar Isaac, Kelly Marie Tran, BB-9"
90,"Presenters","Original Song Introduction: “Mystery of Love”","Daniela Vega"
90,"Presenters","Visual Effects","Tom Holland, Gina Rodriguez"
90,"Presenters","Film Editing","Matthew McConaughey"
90,"Presenters","Documentary Short Subject","Tiffany Haddish, Maya Rudolph"
90,"Presenters","Live Action Short Film","Tiffany Haddish, Maya Rudolph"
90,"Presenters","Original Song Introduction: “Stand Up for Something”","Dave Chappelle"
90,"Presenters","Special Presentation: Time’s Up Movement and Diversity in Film","Salma Hayek, Ashley Judd, Annabella Sciorra"
90,"Presenters","Writing: Adapted Screenplay","Chadwick Boseman, Margot Robbie"
90,"Presenters","Writing: Original Screenplay","Nicole Kidman"
90,"Presenters","Special Presentation: Depictions of US Military in Film","Wes Studi"
90,"Presenters","Cinematography","Sandra Bullock"
90,"Presenters","Original Song Introduction: “This Is Me”","Zendaya"
90,"Presenters","Original Score","Christopher Walken"
90,"Presenters","Original Song","Emily Blunt"
90,"Presenters","In Memoriam","Jennifer Garner"
90,"Presenters","Directing","Emma Stone"
90,"Presenters","Actor","Jane Fonda, Helen Mirren"
90,"Presenters","Actress","Jodie Foster, Jennifer Lawrence"
90,"Presenters","Picture","Warren Beatty, Faye Dunaway"
90,"Song Performances","Mighty River","Mary J. Blige"
90,"Song Performances","Mystery of Love","Sufjan Stevens, St. Vincent, Moses Sumney, Chris Thile"
90,"Song Performances","Remember Me","Gael Garcia Bernal, Miguel, Natalia Lafourcade"
90,"Song Performances","Stand Up for Something","Andra Day, Common"
90,"Song Performances","This Is Me","Keala Settle"
90,"Other Performances","In Memoriam (Room at the Top)","Eddie Vedder"
90,"Ceremony Production Staff","Announcer","Randy Thomas"
90,"Ceremony Production Staff","Conductor / Musical Arranger","Harold Wheeler"
90,"Ceremony Production Staff","Director","Glenn Weiss"
90,"Ceremony Production Staff","Producer","Michael De Luca, Jennifer Todd"
90,"Ceremony Production Staff","Writer","Jon Macks, Dave Boone, Carol Leifer"
90,"Ceremony Production Staff","Writer (Special Material)","Jimmy Kimmel, Gonzalo Cordova, Molly McNearney, Devin Field, Danny Ricker, Josh Halloway, Gary Greenberg, Jesse Joyce, Megan Amram, Eric Immerman, Tony Barbieri, Sal Iacono, Jonathan Bines, Bess Kalb, Joelle Boucai, Joe Strazzullo, Adam Carolla"
90,"Ceremony Production Staff","Production Design","Derek McLane"
90,"Ceremony Production Staff","Costume Design","Katja Cahill"
90,"Pre-Show Details","Pre-Show Date/Time","Sunday, March 4, 2018, 3:30pm"
90,"Pre-Show Details","Pre-Show Presenter","Michael Strahan, Wendi McLendon-Covey, Sara Haines, Krista Smith, Dave Karger"
90,"Governors Awards","Governors Awards Date","Saturday, November 11, 2017"
89,"Nominations Announcement","Nominations Announcement Date","Tuesday, January 24, 2017"
89,"Nominations Announcement","Nominations Announcer (all categories except Best Picture)","Randy Thomas (NOTE: First year a video montage was used to present the Oscar nominations.)"
89,"Nominations Announcement","Nominations Category Introductions (Actor, Sound Editing, Sound Mixing)","Brie Larson"
89,"Nominations Announcement","Nominations Category Introductions (Actress)","Jason Reitman"
89,"Nominations Announcement","Nominations Category Introductions (Animated Feature, Animated Short Film)","Jennifer Hudson (redux)"
89,"Nominations Announcement","Nominations Category Introductions (did not introduce a specific category)","Glenn Close"
89,"Nominations Announcement","Nominations Category Introductions (Foreign Language Film, Live Action Short Film)","Ken Watanabe"
89,"Nominations Announcement","Nominations Category Introductions (introduced more nominations, not specific categories)","Gabourey Sidibe"
89,"Nominations Announcement","Nominations Category Introductions (Original Score, Original Song)","Jennifer Hudson"
89,"Nominations Announcement","Nominations Category Introductions (Original Screenplay, Adapted Screenplay)","Dustin Lance Black"
89,"Nominations Announcement","Nominations Category Introductions (Picture)","Cheryl Boone-Isaacs, Demian Bichir"
89,"Nominations Announcement","Nominations Category Introductions (Production Design, Visual Effects)","Guillermo del Toro"
89,"Nominations Announcement","Nominations Category Introductions (Supporting Actor, Cinematography)","Terrence Howard"
89,"Ceremony Details","Awards Ceremony Date/Time","Sunday, February 26, 2017, 5:30pm"
89,"Ceremony Details","Location","Dolby Theatre at Hollywood &amp; Highland Center"
89,"Ceremony Details","Televised On","ABC"
89,"Ceremony Details","Host","Jimmy Kimmel"
89,"Ceremony Details","Length","3 hours, 49 minutes"
89,"Ceremony Details","Nielsen Ratings","22.40 rating"
89,"Ceremony Details","Viewers","33.00 million"
89,"Presenters","Supporting Actor","Alicia Vikander"
89,"Presenters","Makeup &amp; Hairstyling","Kate McKinnon, Jason Bateman"
89,"Presenters","Costume Design","Kate McKinnon, Jason Bateman"
89,"Presenters","Documentary Feature","Taraji P. Henson, Janelle Monae, Octavia Spencer, Katherine Johnson"
89,"Presenters","Original Song Introduction: “How Far I’ll Go”","Dwayne Johnson"
89,"Presenters","President’s Remarks","Cheryl Boone Isaacs"
89,"Presenters","Sound Editing","Sofia Boutella, Chris Evans"
89,"Presenters","Sound Mixing","Sofia Boutella, Chris Evans"
89,"Presenters","Governors Awards","Vince Vaughn (NOTE: Recognizing Jackie Chan, Anne V. Coates, Lynn Stalmaster, Frederick Wiseman)"
89,"Presenters","Supporting Actress","Mark Rylance"
89,"Presenters","Inspirations: Shirley MacLaine","Charlize Theron"
89,"Presenters","Foreign Language Film","Charlize Theron, Shirley MacLaine"
89,"Presenters","Original Song Introduction: “The Empty Chair”","Dev Patel"
89,"Presenters","Animated Short Film","Hailee Steinfeld, Gael Garcia Bernal"
89,"Presenters","Animated Feature","Hailee Steinfeld, Gael Garcia Bernal"
89,"Presenters","Production Design","Dakota Johnson, Jamie Dornan"
89,"Presenters","Visual Effects","Felicity Jones, Riz Ahmed"
89,"Presenters","Inspirations: Michael J. Fox","Seth Rogen"
89,"Presenters","Film Editing","Seth Rogen, Michael J. Fox"
89,"Presenters","Documentary Short Subject","Salma Hayek, David Oyelowo"
89,"Presenters","Live Action Short Film","Salma Hayek, David Oyelowo"
89,"Presenters","Scientific &amp; Technical Awards","John Cho, Leslie Mann"
89,"Presenters","Inspirations: Meryl Streep","Javier Bardem"
89,"Presenters","Cinematography","Javier Bardem, Meryl Streep"
89,"Presenters","Original Song Introduction: “Audition (The Fools Who Dream)” and “City of Stars”","Ryan Gosling, Emma Stone"
89,"Presenters","Music: Original Score","Samuel L. Jackson"
89,"Presenters","Original Song","Scarlett Johansson"
89,"Presenters","In Memoriam","Jennifer Aniston"
89,"Presenters","Inspirations: Matt Damon","Jimmy Kimmel"
89,"Presenters","Writing: Original Screenplay","Ben Affleck, Matt Damon (Guest)"
89,"Presenters","Writing: Adapted Screenplay","Amy Adams"
89,"Presenters","Directing","Halle Berry"
89,"Presenters","Actor","Brie Larson"
89,"Presenters","Actress","Leonardo DiCaprio"
89,"Presenters","Picture","Warren Beatty, Faye Dunaway"
89,"Song Performances","Audition (The Fools Who Dream)","John Legend"
89,"Song Performances","Can’t Stop the Feeling","Justin Timberlake"
89,"Song Performances","City of Stars","John Legend"
89,"Song Performances","The Empty Chair","Sting"
89,"Song Performances","How Far I’ll Go","Auli’I Cravalho, Lin-Manuel Miranda"
89,"Other Performances","In Memoriam (Both Sides Now)","Sara Bareilles"
89,"Ceremony Production Staff","Announcer","Randy Thomas"
89,"Ceremony Production Staff","Conductor / Musical Arranger","Harold Wheeler"
89,"Ceremony Production Staff","Director","Glenn Weiss"
89,"Ceremony Production Staff","Producer","Michael De Luca, Jennifer Todd"
89,"Ceremony Production Staff","Writer","Billy Kimball, Jon Macks"
89,"Ceremony Production Staff","Writer (Special Material)","Jimmy Kimmel, Molly McNearney, Danny Ricker, Gary Greenberg, Jack Allison, Tony Barbieri, Jonathan Bines, Gonzalo Cordova, Josh Halloway, Sal Iacono, Eric Immerman, Bess Kalb, Jeff Loveness, Joe Strazzullo"
89,"Ceremony Production Staff","Production Design","Derek McLane"
89,"Ceremony Production Staff","Costume Design","Katja Cahill"
89,"Emmys","Nominations","7"
89,"Emmys","Wins","2"
89,"Emmys","Special Class Programs","Nominee"
89,"Emmys","Lighting Design Lighting Direction for a Variety Special","Nominee"
89,"Emmys","Production Design for a Variety Nonfiction Event or Award Special","Nominee"
89,"Emmys","Sound Mixing for a Variety Series or Special","Nominee"
89,"Emmys","Technical Direction Camerawork Video Control for a Miniseries Movie or a Special","Nominee"
89,"Pre-Show Details","Pre-Show Date/Time","Sunday, February 28, 2017, 4:00pm"
89,"Pre-Show Details","Pre-Show Presenter","Jess Cagle, Robin Roberts, Michael Strahan, Lara Spencer, Nina Garcia, Krista Smith"
89,"Governors Awards","Governors Awards Date","Saturday, November 12, 2016"
88,"Nominations Announcement","Nominations Announcement Date","Thursday, January 14, 2016"
88,"Nominations Announcement","Nominations Presenters (Group 1)","Guillermo del Toro, Ang Lee"
88,"Nominations Announcement","Nominations Presenter (Group 2)","John Krasinski, Cheryl Boone-Isaacs"
88,"Ceremony Details","Awards Ceremony Date/Time","Sunday, February 28, 2016, 5:30pm"
88,"Ceremony Details","Location","Dolby Theatre at Hollywood &amp; Highland Center"
88,"Ceremony Details","Televised On","ABC"
88,"Ceremony Details","Host","Chris Rock"
88,"Ceremony Details","Length","3 hours, 37 minutes"
88,"Ceremony Details","Nielsen Ratings","23.40 rating"
88,"Ceremony Details","Viewers","34.43 million"
88,"Presenters","Writing: Original Screenplay","Emily Blunt, Charlize Theron"
88,"Presenters","Writing: Adapted Screenplay","Ryan Gosling, Russell Crowe"
88,"Presenters","Original Song Introduction: “Writing’s on the Wall”","Sarah Silverman"
88,"Presenters","Best Picture Introduction: The Martian, The Big Short","Kerry Washington, Henry Cavill"
88,"Presenters","Supporting Actress","J.K. Simmons"
88,"Presenters","Costume Design","Cate Blanchett"
88,"Presenters","Production Design","Tina Fey, Steve Carell"
88,"Presenters","Makeup &amp; Hairstyling","Margot Robbie, Jared Leto"
88,"Presenters","Best Picture Introduction: The Revanant, Mad Max: Fury Road","Benicio del Toro, Jennifer Garner"
88,"Presenters","Cinematography","Rachel McAdams, Michael B. Jordan"
88,"Presenters","Film Editing","Priyanka Chopra, Live Schrieber"
88,"Presenters","Sound Mixing","Chadwick Boseman, Chris Evans"
88,"Presenters","Sound Editing","Chadwick Boseman, Chris Evans"
88,"Presenters","Visual Effects","Andy Serkis"
88,"Presenters","Scientific &amp; Technical Awards","Olivia Munn, Jason Segel"
88,"Presenters","Introduction: Recognizing John Williams’ 50th Oscar Nomination","C-3PO, R2-D2, BB-8"
88,"Presenters","Animated Short Film","Kevin, Stuart, and Bob (The Minions)"
88,"Presenters","Animated Feature","Sheriff Woody, Buzz Lightyear"
88,"Presenters","Original Song Introduction: “Earned It”","Kevin Hart"
88,"Presenters","Best Picture Introduction: Bridge of Spies, Spotlight","Kate Winslet, Reese Witherspoon"
88,"Presenters","Supporting Actor","Patricia Arquette"
88,"Presenters","Documentary Short Subject","Louis C.K."
88,"Presenters","Documentary Feature","Daisy Ridley, Dev Patel"
88,"Presenters","Governors Awards","Whoopi Goldberg (NOTE: Recognizing Spike Lee, Gena Rowlands; Debbie Reynolds – Jean Hersholt Humanitarian Award)"
88,"Presenters","President’s Remarks","Cheryl Boone Isaacs"
88,"Presenters","In Memoriam","Louis Gossett Jr."
88,"Presenters","Live Action Short Film","Jacob Tremblay, Abraham Attah"
88,"Presenters","Foreign Language Film","Sofia Vergara, Byung-hun Lee"
88,"Presenters","Original Song Introduction: “Til It Happens to You”","Joe Biden"
88,"Presenters","Music: Original Score","Pharrell Williams, Quincy Jones"
88,"Presenters","Original Song","Common, John Legend"
88,"Presenters","Best Picture Introduction: Room, Brooklyn","Olivia Wilde, Sacha Baron Cohen"
88,"Presenters","Directing","J.J. Abrams"
88,"Presenters","Actress","Eddie Redmayne"
88,"Presenters","Actor","Julianne Moore"
88,"Presenters","Picture","Morgan Freeman"
88,"Presenters","Special Award: Plaque to The Society of Motion Picture &amp; Television Engineers","Olivia Munn, Jason Segel (NOTE: Presented at the Sci-Tech Awards)"
88,"Song Performances","Earned It","The Weeknd"
88,"Song Performances","Manta Ray","Not Performed"
88,"Song Performances","Simple Song #3","Not Performed"
88,"Song Performances","Til It Happens to You","Lady Gaga"
88,"Song Performances","Writing’s On the Wall","Sam Smith"
88,"Other Performances","In Memoriam (Blackbird)","Dave Grohl"
88,"Ceremony Production Staff","Announcer","Ellen K"
88,"Ceremony Production Staff","Conductor / Musical Arranger","Harold Wheeler"
88,"Ceremony Production Staff","Director","Glenn Weiss"
88,"Ceremony Production Staff","Producer","David Hill, Reginald Hudlin"
88,"Ceremony Production Staff","Writer","Billy Kimball, Dave Boone"
88,"Ceremony Production Staff","Writer (Special Material)","Chris Rock, Chuck Sklar, Jon Macks, Scott Aukerman, Rodney Barnes, Neil Campbell, Matthew Claybrooks, Lance Crouther, Michael Ferrucci, Langston Kerman, Steve O’Donnell, Nimesh Patel, Vanessa Ramos, Frank Sebastiano, Jeff Stilson, Rich Vos, Michelle Wolf, Dave Chappelle"
88,"Ceremony Production Staff","Production Design","Derek McLane"
88,"Ceremony Production Staff","Costume Design","Daria Hines"
88,"Emmys","Nominations","5"
88,"Emmys","Wins","0"
88,"Emmys","Special Class Programs","Nominee"
88,"Emmys","Lighting Design Lighting Direction for a Variety Special","Nominee"
88,"Emmys","Production Design for a Variety Nonfiction Event or Award Special","Nominee"
88,"Emmys","Sound Mixing for a Variety Series or Special","Nominee"
88,"Emmys","Technical Direction Camerawork Video Control for a Miniseries Movie or a Special","Nominee"
88,"Pre-Show Details","Pre-Show Date/Time","Sunday, February 26, 2016, 4:00pm"
88,"Pre-Show Details","Pre-Show Presenter","Jess Cagle, Amy Robach, Robin Roberts, Lara Spencer, Michael Strahan, Joe Zee"
88,"Governors Awards","Governors Awards Date","Saturday, November 14, 2015"
87,"Nominations Announcement","Nominations Announcement Date","Thursday, January 15, 2015"
87,"Nominations Announcement","Nominations Presenters (Group 1)","Alfonso Cuaron, J.J. Abrams (NOTE: First year the Academy announced all category nominations at their morning announcements.)"
87,"Nominations Announcement","Nominations Presenter (Group 2)","Chris Pine, Cheryl Boone-Isaacs"
87,"Ceremony Details","Awards Ceremony Date/Time","Sunday, February 22, 2015, 5:30pm"
87,"Ceremony Details","Location","Dolby Theatre at Hollywood &amp; Highland Center"
87,"Ceremony Details","Televised On","ABC"
87,"Ceremony Details","Host","Neil Patrick Harris"
87,"Ceremony Details","Length","3 hours, 43 minutes"
87,"Ceremony Details","Nielsen Ratings","20.60 rating"
87,"Ceremony Details","Viewers","37.26 million"
87,"Presenters","Opening Number","Neil Patrick Harris, Anna Kendrick, Jack Black"
87,"Presenters","Supporting Actor","Lupita Nyong’o"
87,"Presenters","Best Picture Introduction: The Grand Budapest Hotel, American Sniper","Liam Neeson"
87,"Presenters","Original Song Introduction: “Lost Stars”","Dakota Johnson"
87,"Presenters","Costume Design","Jennifer Lopez, Chris Pine"
87,"Presenters","Makeup &amp; Hairstyling","Reese Witherspoon"
87,"Presenters","Introduction: Team Oscar contest winners","Channing Tatum"
87,"Presenters","Foreign Language Film","Chiwetel Ejiofor, Nicole Kidman"
87,"Presenters","Best Picture Introduction: Boyhood, The Theory of Everything, Birdman","Shirley MacLaine"
87,"Presenters","Original Song Introduction: “Everything Is Awesome”","Marion Cotillard"
87,"Presenters","Live Action Short Film","Kerry Washington, Jason Bateman"
87,"Presenters","Documentary Short Subject","Kerry Washington, Jason Bateman"
87,"Presenters","Governors Awards","Viola Davis (NOTE: Recognizing Jean-Claude Carriere, Hayao Miyazaki, Maureen O’Hara; Harry Belafonte – Jean Hersholt Humanitarian Award)"
87,"Presenters","Original Song Introduction: “I’m Not Gonna Miss You”","Gwyneth Paltrow"
87,"Presenters","Scientific &amp; Technical Awards; and Gordon E. Sawyer Award: David W. Gray","Miles Teller, Margot Robbie"
87,"Presenters","Sound Mixing","Sienna Miller, Chris Evans"
87,"Presenters","Sound Editing","Sienna Miller, Chris Evans"
87,"Presenters","Supporting Actress","Jared Leto"
87,"Presenters","Original Song Introduction: “Grateful”","Josh Hutcherson"
87,"Presenters","Visual Effects","Ansel Elgort, Chloe Grace Moretz"
87,"Presenters","Animated Short Film","Kevin Hart, Anna Kendrick"
87,"Presenters","Animated Feature","Zoe Saldana, Dwayne Johnson"
87,"Presenters","Production Design","Chris Pratt, Felicity Jones"
87,"Presenters","Cinematography","Idris Elba, Jessica Chastain"
87,"Presenters","In Memoriam","Meryl Streep"
87,"Presenters","Film Editing","Naomi Watts, Benedict Cumberbatch"
87,"Presenters","Best Picture Introduction: Whiplash, The Imitation Game, Selma","Terrence Howard"
87,"Presenters","Documentary Feature","Jennifer Aniston, David Oyelowo"
87,"Presenters","Original Song Introduction: “Glory”","Octavia Spencer"
87,"Presenters","Original Song","Idina Menzel, John Travolta"
87,"Presenters","Introduction: The Sound of Music tribute","Scarlett Johansson"
87,"Presenters","Music: Original Score","Julie Andrews"
87,"Presenters","Writing: Original Screenplay","Eddie Murphy"
87,"Presenters","Writing: Adapted Screenplay","Oprah Winfrey"
87,"Presenters","Directing","Ben Affleck"
87,"Presenters","Actor","Cate Blanchett"
87,"Presenters","Actress","Matthew McConaughey"
87,"Presenters","Picture","Sean Penn"
87,"Song Performances","Everything Is Awesome","Tegan and Sara, The Lonely Island, Will Arnett, Questlove, Mark Mothersbaugh"
87,"Song Performances","Glory","Common, John Legend"
87,"Song Performances","Grateful","Rita Ora"
87,"Song Performances","I’m Not Gonna Miss You","Tim McGraw"
87,"Song Performances","Lost Stars","Maroon 5"
87,"Other Performances","In Memoriam (I Can’t Let Go)","Jennifer Hudson)"
87,"Other Performances","Opening Number: Moving Pictures","Neil Patrick Harris, Anna Kendrick, Jack Black"
87,"Other Performances","The Sound of Music, My Favorite Things, Edelweiss, Clim Ev’ry Mountain","Lady Gaga"
87,"Ceremony Production Staff","Announcer","Cedering Fox"
87,"Ceremony Production Staff","Conductor / Musical Arranger","Stephen Oremus"
87,"Ceremony Production Staff","Director","Hamish Hamilton"
87,"Ceremony Production Staff","Producer","Neil Meron, Craig Zadan"
87,"Ceremony Production Staff","Writer","Greg Berlanti, Seth Grahame-Smith, Michael Green, Andrew Kreisberg"
87,"Ceremony Production Staff","Writer (Special Material)","Neil Patrick Harris, Dave Boone, Tim Carvell, Derek DelGaudio, Liz Feldman, Paul Greenberg, Paula Pell, Mason Steinberg"
87,"Ceremony Production Staff","Production Design","Derek McLane"
87,"Ceremony Production Staff","Costume Design","Julie Weiss"
87,"Ceremony Production Staff","Choreography","Rob Ashford"
87,"Emmys","Nominations","8"
87,"Emmys","Wins","1"
87,"Emmys","Special Class Programs","Nominee"
87,"Emmys","Directing for a Variety Special","Nominee"
87,"Emmys","Original Music and Lyrics","Nominee"
87,"Emmys","Music Direction","Nominee"
87,"Emmys","Lighting Design Lighting Direction for a Variety Special","Nominee"
87,"Emmys","Art Direction for Variety or Nonfiction Programming","Nominee"
87,"Emmys","Sound Mixing for a Variety Series or Special","Nominee"
87,"Pre-Show Details","Pre-Show Date/Time","Sunday, February 22, 2015, 4:00pm"
87,"Pre-Show Details","Pre-Show Presenter","Jess Cagle, Robin Roberts, Lara Spencer, Michael Strahan, Joe Zee"
87,"Governors Awards","Governors Awards Date","Saturday, November 8, 2014"
86,"Nominations Announcement","Nominations Announcement Date","Thursday, January 16, 2014"
86,"Nominations Announcement","Nominations Presenters","Chris Hemsworth, Cheryl Boone-Isaacs"
86,"Nominations Announcement","Nominations Morning Category Presentation","Supporting Actor"
86,"Nominations Announcement","Nominations Morning Category Presentation","Supporting Actress"
86,"Nominations Announcement","Nominations Morning Category Presentation","Original Song"
86,"Nominations Announcement","Nominations Morning Category Presentation","Adapted Screenplay"
86,"Nominations Announcement","Nominations Morning Category Presentation","Original Screenplay"
86,"Nominations Announcement","Nominations Morning Category Presentation","Animated Feature"
86,"Nominations Announcement","Nominations Morning Category Presentation","Documentary Feature"
86,"Nominations Announcement","Nominations Morning Category Presentation","Foreign Language Film"
86,"Nominations Announcement","Nominations Morning Category Presentation","Director"
86,"Nominations Announcement","Nominations Morning Category Presentation","Actress"
86,"Nominations Announcement","Nominations Morning Category Presentation","Actor"
86,"Nominations Announcement","Nominations Morning Category Presentation","Picture"
86,"Ceremony Details","Awards Ceremony Date/Time","Sunday, March 2, 2014, 5:30pm"
86,"Ceremony Details","Location","Dolby Theatre at Hollywood &amp; Highland Center"
86,"Ceremony Details","Televised On","ABC"
86,"Ceremony Details","Host","Ellen DeGeneres"
86,"Ceremony Details","Length","3 hours, 34 minutes"
86,"Ceremony Details","Nielsen Ratings","24.70 rating"
86,"Ceremony Details","Viewers","43.74 million"
86,"Presenters","Supporting Actor","Anne Hathaway"
86,"Presenters","Introduction: Animated Heroes montage","Jim Carrey"
86,"Presenters","Original Song Introduction: “Happy”","Kerry Washington"
86,"Presenters","Costume Design","Samuel L. Jackson, Naomi Watts"
86,"Presenters","Makeup &amp; Hairstyling","Samuel L. Jackson, Naomi Watts"
86,"Presenters","Best Picture Introduction: American Hustle, Dallas Buyers Club, The Wolf of Wall Street","Harrison Ford"
86,"Presenters","Introduction: Team Oscar contest winners","Channing Tatum"
86,"Presenters","Animated Short Film","Matthew McConaughey, Kim Novak"
86,"Presenters","Animated Feature","Matthew McConaughey, Kim Novak"
86,"Presenters","Introduction: Real Life Heroes montage","Sally Field"
86,"Presenters","Visual Effects","Joseph Gordon-Levitt, Emma Watson"
86,"Presenters","Original Song Introduction: “The Moon Song”","Zac Efron"
86,"Presenters","Live Action Short Film","Kate Hudson, Jason Sudeikis"
86,"Presenters","Documentary Short Subject","Kate Hudson, Jason Sudeikis"
86,"Presenters","Documentary Feature","Bradley Cooper"
86,"Presenters","Governors Awards","Kevin Spacey (NOTE: Recognizing Angela Lansbury, Steve Martin, Piero Tosi; Angelina Jolie – Jean Hersholt Humanitarian Award)"
86,"Presenters","Foreign Language Film","Viola Davis, Ewan McGregor"
86,"Presenters","Best Picture Introduction: Nebraska, Her, Gravity","Tyler Perry"
86,"Presenters","Original Song Introduction: “Ordinary Love”","Brad Pitt"
86,"Presenters","Scientific &amp; Technical Awards","Kristen Bell, Michael B. Jordan"
86,"Presenters","Sound Mixing","Chris Hemsworth, Charlize Theron"
86,"Presenters","Sound Editing","Chris Hemsworth, Charlize Theron"
86,"Presenters","Supporting Actress","Christoph Waltz"
86,"Presenters","President’s Remarks: Announcement of Academy Museum of Motion Pictures opening 2017","Cheryl Boone Isaacs"
86,"Presenters","Cinematography","Amy Adams, Bill Murray"
86,"Presenters","Film Editing","Anna Kendrick, Gabourey Sidibe"
86,"Presenters","Introduction: The Wizard of Oz 75th anniversary tribute and performance of “Over the Rainbow”","Whoopi Goldberg"
86,"Presenters","Production Design","Benedict Cumberbatch, Jennifer Garner"
86,"Presenters","Introduction: Superheroes montage","Chris Evans"
86,"Presenters","In Memoriam","Glenn Close"
86,"Presenters","Best Picture Introduction: Philomena, Captain Phillips, 12 Years a Slave","Goldie Hawn"
86,"Presenters","Original Song Introduction: “Let It Go”","John Travolta"
86,"Presenters","Music: Original Score","Jessica Biel, Jamie Foxx"
86,"Presenters","Original Song","Jessica Biel, Jamie Foxx"
86,"Presenters","Writing: Adapted Screenplay","Penelope Cruz, Robert De Niro"
86,"Presenters","Writing: Original Screenplay","Penelope Cruz, Robert De Niro"
86,"Presenters","Directing","Angelina Jolie, Sidney Poitier"
86,"Presenters","Actress","Daniel Day-Lewis"
86,"Presenters","Actor","Jennifer Lawrence"
86,"Presenters","Picture","Will Smith"
86,"Song Performances","Happy","Pharrell Williams"
86,"Song Performances","Let It Go","Idina Menzel"
86,"Song Performances","The Moon Song","Karen O, Ezra Koenig"
86,"Song Performances","Ordinary Love","U2"
86,"Other Performances","In Memoriam (Wind Beneath My Wings)","Bette Midler"
86,"Other Performances","Wizar of Oz 75th Anniversary Tribute: Over the Rainbow","Pink"
86,"Ceremony Production Staff","Announcer","Cedering Fox"
86,"Ceremony Production Staff","Conductor / Musical Arranger","William Ross"
86,"Ceremony Production Staff","Director","Hamish Hamilton"
86,"Ceremony Production Staff","Producer","Neil Meron, Craig Zadan"
86,"Ceremony Production Staff","Writer","Kristin Gore, Amy Ozols, Jon Macks"
86,"Ceremony Production Staff","Writer (Special Material)","Ellen DeGeneres, Alison Balian, Vance DeGeneres, Liz Feldman, Jason Gelles, Mike Gibbons, Alex Herschlag, Kevin Leman, Kevin Nealon, Paula Pell, Lauren Pomerantz, Allison Silverman, Adam Yenser"
86,"Ceremony Production Staff","Production Design","Derek McLane"
86,"Emmys","Nominations","8"
86,"Emmys","Wins","1"
86,"Emmys","Special Class Programs","Nominee"
86,"Emmys","Directing for a Variety Special","Nominee"
86,"Emmys","Music Direction","Nominee"
86,"Emmys","Lighting Design Lighting Direction for a Variety Special","Nominee"
86,"Emmys","Hairstyling for a Multi Camera Series or Special","Nominee"
86,"Emmys","Sound Mixing for a Variety Series or Special","Nominee"
86,"Emmys","Technical Direction Camerawork Video Control for a Miniseries Movie or a Special","Nominee"
86,"Pre-Show Details","Pre-Show Date/Time","Sunday, March 2, 2014, 4:00pm"
86,"Pre-Show Details","Pre-Show Presenter","Jess Cagle, Lara Spencer, Robin Roberts, Tyson Beckford"
86,"Governors Awards","Governors Awards Date","Saturday, November 16, 2013"
85,"Nominations Announcement","Nominations Announcement Date","Thursday, January 10, 2013"
85,"Nominations Announcement","Nominations Presenters","Emma Stone, Seth MacFarlane (NOTE: First year an Academy president (Hawk Koch) hasn’t co-presented the nominees since 1986.)"
