Year,AwardTypeId,IsWinner,MovieId,PersonId
1931,1,False,11,67
1931,1,False,12,67
1931,1,False,13,65
1931,1,False,14,4
1931,2,True,15,68
1931,2,False,5,69
1931,2,False,4,70
1931,2,False,16,71
1931,2,False,17,70
1931,3,True,18,72
1931,3,True,18,73
1931,3,False,19,74
1931,3,False,11,75
1931,3,False,20,76
1931,3,False,20,77
1931,3,False,4,78
1931,12,True,19,11
1931,12,False,11,79
1931,12,False,12,79
1931,12,False,8,80
1931,12,False,4,53
1931,12,False,21,15
1931,14,True,19,81
1931,14,False,2,82
1931,14,False,0,83
1931,14,False,8,22
1931,14,False,4,19
1931,15,True,2,84
1931,15,True,2,85
1931,15,True,2,86
1931,15,False,22,87
1931,15,False,22,88
1931,15,False,22,89
1931,15,False,4,90
1931,15,False,4,91
1931,15,False,4,89
1931,15,False,23,92
1931,15,False,23,93
1931,15,False,23,89
1931,15,False,24,94
1931,15,False,24,95
1931,15,False,24,89
1931,13,True,2,96
1931,13,False,19,97
1931,13,False,19,98
1931,13,False,19,99
1931,13,False,0,100
1931,13,False,8,101
1931,13,False,25,102
1932,0,True,0,50
1932,0,False,1,103
1932,0,False,2,104
1932,0,False,3,105
1932,0,False,4,106
1932,1,True,5,107
1932,1,False,6,108
1932,1,False,2,109
1932,1,False,7,110
1932,1,False,0,65
1932,2,True,2,111
1932,2,False,8,112
1932,2,False,8,17
1932,2,False,6,43
1932,2,False,9,113
1932,2,False,10,114
1932,3,True,11,115
1932,3,False,2,116
1932,3,False,6,117
1932,3,False,12,118
1932,3,False,9,119
1932,12,True,1,120
1932,12,False,2,121
1932,12,False,0,79
1932,12,False,4,11
1932,12,False,6,122
1932,14,True,2,123
1932,14,False,13,21
1932,14,False,4,20
1932,14,False,1,124
1932,14,False,14,22
1932,15,True,15,125
1932,15,False,15,126
1932,15,False,15,84
1932,15,False,15,127
1932,9,True,2,128
1932,9,False,16,129
1932,9,False,16,130
1932,9,False,7,131
1932,9,False,17,132
1932,9,False,17,133
1932,9,False,1,134
1932,9,False,1,135
1932,10,True,18,136
1932,10,False,19,137
1932,10,False,20,138
1932,10,False,20,139
1932,10,False,20,140
1932,10,False,21,141
1932,10,False,21,142
1932,10,False,22,143
1932,10,False,22,144
1933,0,True,0,61
1933,0,True,1,105
1933,0,False,2,145
1933,1,True,3,146
1933,1,False,4,107
1933,1,False,2,147
1933,2,True,5,148
1933,2,False,6,149
1933,2,False,7,114
1933,3,True,8,117
1933,3,False,7,150
1933,3,False,1,9
1933,12,True,9,13
1933,12,False,0,15
1933,12,False,8,122
1933,14,True,10,22
1933,14,False,7,151
1933,14,False,9,21
1933,14,False,0,22
1933,14,False,11,152
1933,14,False,12,124
1933,14,False,8,124
1933,14,False,13,124
1933,16,True,14,153
1933,16,True,14,154
1933,16,False,15,155
1933,16,False,15,154
1933,16,False,16,153
1933,16,False,16,154
1933,17,True,17,156
1933,17,True,17,154
1933,17,False,18,157
1933,17,False,18,154
1933,17,False,19,123
1933,18,True,20,157
1933,18,True,20,154
1933,18,False,21,124
1933,18,False,22,22
1933,15,True,6,125
1933,15,False,6,84
1933,15,False,6,127
1933,15,False,6,158
1933,9,True,9,159
1933,9,False,7,160
1933,9,False,1,161
1933,9,False,1,162
1933,10,True,0,96
1933,10,False,23,163
1933,10,False,23,164
1933,10,False,24,143
1933,10,False,25,165
1933,10,False,25,166
1934,0,True,0,167
1934,0,False,1,168
1934,0,False,2,34
1934,1,True,3,169
1934,1,False,4,170
1934,1,False,5,171
1934,2,True,5,172
1934,2,False,6,43
1934,2,False,6,173
1934,2,False,7,42
1934,19,True,8,174
1934,19,True,8,175
1934,19,True,8,176
1934,19,True,8,177
1934,19,True,8,178
1934,19,True,8,179
1934,19,True,8,180
1934,19,False,8,181
1934,19,False,8,182
1934,19,False,8,183
1934,19,False,8,184
1934,19,False,8,185
1934,19,False,8,186
1934,19,False,8,187
1934,19,False,8,188
1934,19,False,8,189
1934,19,False,8,190
1934,19,False,8,191
1934,3,True,6,192
1934,3,False,9,193
1934,3,False,10,9
1934,12,True,5,49
1934,12,False,4,194
1934,12,False,11,195
1934,14,True,5,21
1934,14,False,6,196
1934,14,False,12,83
1934,14,False,2,83
1934,14,False,4,197
1934,14,False,11,123
1934,14,False,0,198
1934,14,False,13,196
1934,14,False,14,22
1934,14,False,15,21
1934,16,True,16,153
1934,16,True,16,154
1934,16,False,17,153
1934,16,False,17,154
1934,16,False,18,199
1934,16,False,18,154
1934,17,True,19,200
1934,17,True,19,154
1934,17,False,20,201
1934,17,False,20,154
1934,17,False,21,200
1934,17,False,21,154
1934,18,True,22,202
1934,18,True,22,154
1934,18,False,23,203
1934,18,False,23,154
1934,18,False,24,204
1934,15,True,6,205
1934,15,True,6,206
1934,15,True,6,86
1934,15,False,12,207
1934,15,False,12,208
1934,15,False,12,86
1934,15,False,25,207
1934,15,False,25,208
1934,15,False,25,86
1934,15,False,2,207
1934,15,False,2,208
1934,15,False,2,86
1934,9,True,11,209
1934,9,True,11,210
1934,9,False,4,211
1934,9,False,15,212
1934,9,False,15,213
1934,10,True,26,214
1934,10,False,27,96
1934,10,False,28,215
1935,0,True,0,216
1935,0,False,1,217
1935,0,False,2,218
1935,1,True,0,219
1935,1,False,3,220
1935,1,False,4,221
1935,1,False,5,65
1935,2,True,6,42
1935,2,True,6,222
1935,2,False,1,114
1935,2,False,7,223
1935,2,False,7,224
1935,19,True,8,225
1935,19,False,9,226
1935,19,False,10,227
1935,3,True,9,228
1935,3,False,1,8
1935,3,False,11,229
1935,12,True,0,194
1935,12,False,4,230
1935,12,False,2,231
1935,20,True,12,232
1935,20,False,9,233
1935,20,False,4,234
1935,21,True,4,235
1935,21,True,4,236
1935,21,True,4,237
1935,21,False,7,238
1935,21,False,7,239
1935,21,False,7,240
1935,21,False,13,238
1935,21,False,13,239
1935,21,False,13,241
1935,22,True,7,242
1935,22,True,7,243
1935,22,False,14,244
1935,22,False,14,245
1935,22,False,15,246
1935,22,False,15,247
1935,14,True,0,197
1935,14,False,5,22
1935,14,False,9,196
1935,14,False,16,152
1935,14,False,7,123
1935,14,False,17,83
1935,14,False,18,248
1935,14,False,10,81
1935,14,False,4,197
1935,14,False,2,22
1935,14,False,8,22
1935,14,False,19,249
1935,16,True,20,153
1935,16,True,20,154
1935,16,False,21,250
1935,16,False,21,154
1935,16,False,22,199
1935,16,False,22,154
1935,17,True,23,251
1935,17,True,23,154
1935,17,False,24,252
1935,17,False,24,154
1935,17,False,25,83
1935,18,True,26,253
1935,18,True,26,254
1935,18,False,27,255
1935,18,False,28,203
1935,18,False,28,154
1935,15,True,4,256
1935,15,True,4,257
1935,15,True,4,86
1935,15,False,1,258
1935,15,False,1,259
1935,15,False,1,86
1935,15,False,9,205
1935,15,False,9,206
1935,15,False,9,86
1935,15,False,16,158
1935,15,False,16,208
1935,15,False,16,86
1935,15,False,7,127
1935,15,False,7,260
1935,15,False,7,86
1935,15,False,10,261
1935,15,False,10,262
1935,15,False,10,86
1935,15,False,8,84
1935,15,False,8,85
1935,15,False,8,86
1935,15,False,19,263
1935,15,False,19,264
1935,15,False,19,86
1935,9,True,0,211
1935,9,False,2,265
1935,9,False,2,266
1935,9,False,8,26
1935,10,True,29,267
1935,10,False,30,268
1935,10,False,31,269
1936,0,True,0,270
1936,0,False,1,216
1936,0,False,1,167
1936,0,False,2,34
1936,0,False,1,271
1936,1,True,3,220
1936,1,False,4,272
1936,1,False,5,219
1936,1,False,6,169
1936,1,False,7,273
1936,1,False,8,274
1936,2,True,8,114
1936,2,False,9,43
1936,2,False,9,173
1936,2,False,10,223
1936,2,False,10,224
1936,19,True,9,275
1936,19,True,9,276
1936,19,False,11,277
1936,19,False,12,278
1936,19,False,13,279
1936,3,True,13,280
1936,3,False,14,150
1936,3,False,15,228
1936,3,False,12,281
1936,23,True,16,282
1936,23,True,17,283
1936,23,False,18,284
1936,23,False,18,285
1936,23,False,19,286
1936,23,False,20,287
1936,23,False,21,288
1936,23,False,21,289
1936,23,False,10,290
1936,23,False,10,291
1936,23,False,10,292
1936,23,False,10,293
1936,23,False,22,294
1936,23,False,23,295
1936,23,False,24,296
1936,12,True,0,297
1936,12,False,25,298
1936,12,False,9,299
1936,12,False,1,49
1936,20,True,13,300
1936,20,False,11,301
1936,20,False,0,302
1936,20,False,12,303
1936,20,False,9,304
1936,20,False,1,305
1936,21,True,0,238
1936,21,True,0,239
1936,21,True,0,241
1936,21,False,25,306
1936,21,False,25,307
1936,21,False,25,308
1936,21,False,1,309
1936,21,False,1,310
1936,21,False,1,311
1936,21,False,26,312
1936,21,False,26,313
1936,21,False,26,314
1936,22,True,18,315
1936,22,True,18,316
1936,22,False,10,317
1936,22,False,10,317
1936,22,False,27,318
1936,22,False,27,319
1936,14,True,1,22
1936,14,False,6,123
1936,14,False,16,22
1936,14,False,25,82
1936,14,False,11,22
1936,14,False,0,123
1936,14,False,12,248
1936,14,False,9,196
1936,14,False,13,83
1936,14,False,28,22
1936,14,False,29,196
1936,14,False,10,123
1936,16,True,30,153
1936,16,True,30,154
1936,16,False,31,320
1936,16,False,32,153
1936,16,False,32,154
1936,17,True,33,321
1936,17,True,33,154
1936,17,False,34,252
1936,17,False,34,154
1936,17,False,35,156
1936,17,False,35,154
1936,18,True,36,322
1936,18,False,37,203
1936,18,False,37,154
1936,18,False,38,81
1936,15,True,28,84
1936,15,True,28,85
1936,15,True,28,86
1936,15,False,39,261
1936,15,False,39,323
1936,15,False,39,86
1936,15,False,25,158
1936,15,False,25,208
1936,15,False,25,86
1936,15,False,8,258
1936,15,False,8,259
1936,15,False,8,86
1936,15,False,40,127
1936,15,False,40,260
1936,15,False,40,86
1936,15,False,9,205
1936,15,False,9,206
1936,15,False,9,86
1936,15,False,41,256
1936,15,False,41,257
1936,15,False,41,86
1936,15,False,42,324
1936,15,False,43,325
1936,15,False,43,264
1936,15,False,43,86
1936,10,True,44,26
1936,10,True,44,215
1936,10,False,16,326
1936,10,False,45,327
1936,10,False,46,328
1936,10,False,46,329
1936,24,True,0,330
1936,24,False,25,331
1936,24,False,9,332
1936,24,False,9,333
1936,24,False,9,334
1936,24,False,9,164
1936,24,False,1,335
1936,24,False,1,336
1936,24,False,1,337
1937,0,True,0,34
1937,0,False,1,338
1937,0,False,2,339
1937,0,False,3,218
1937,0,False,4,340
1937,25,True,5,341
1937,25,False,3,342
1937,25,False,6,343
1937,25,False,7,344
1937,25,False,8,345
1937,1,True,9,346
1937,1,False,10,109
1937,1,False,11,347
1937,1,False,3,348
1937,1,False,7,65
1937,26,True,12,349
1937,26,False,13,350
1937,26,False,3,351
1937,26,False,14,352
1937,26,False,2,353
1937,2,True,2,114
1937,2,False,12,113
1937,2,False,9,42
1937,2,False,9,354
1937,2,False,9,355
1937,2,False,15,172
1937,2,False,16,356
1937,2,False,16,357
1937,2,False,7,42
1937,2,False,7,222
1937,2,False,7,355
1937,2,False,17,358
1937,19,True,18,359
1937,19,False,12,360
1937,19,False,19,361
1937,19,False,20,275
1937,19,False,4,277
1937,3,True,12,362
1937,3,False,8,228
1937,3,False,13,229
1937,23,True,9,363
1937,23,False,21,364
1937,23,False,22,365
1937,23,False,23,366
1937,23,False,24,367
1937,23,False,25,368
1937,23,False,26,369
1937,12,True,1,194
1937,12,False,2,370
1937,12,False,9,371
1937,12,False,3,372
1937,12,False,4,231
1937,20,True,12,300
1937,20,False,5,373
1937,20,False,9,374
1937,20,False,15,303
1937,20,False,27,375
1937,20,False,10,376
1937,21,True,12,377
1937,21,True,12,307
1937,21,True,12,308
1937,21,False,18,377
1937,21,False,18,307
1937,21,False,18,241
1937,21,False,19,378
1937,21,False,19,239
1937,21,False,19,241
1937,21,False,8,312
1937,21,False,8,379
1937,21,False,8,380
1937,21,False,17,238
1937,21,False,17,381
1937,21,False,17,382
1937,22,True,26,318
1937,22,True,26,383
1937,22,False,28,384
1937,22,False,28,385
1937,22,False,23,386
1937,22,False,23,386
1937,22,False,29,387
1937,22,False,29,388
1937,22,False,30,389
1937,22,False,30,390
1937,22,False,31,391
1937,22,False,31,392
1937,14,True,9,22
1937,14,False,12,83
1937,14,False,2,151
1937,14,False,32,22
1937,14,False,1,197
1937,14,False,7,22
1937,14,False,4,22
1937,14,False,0,82
1937,14,False,27,22
1937,14,False,33,81
1937,16,True,34,153
1937,16,True,34,154
1937,16,False,35,320
1937,16,False,36,196
1937,27,True,37,83
1937,27,False,38,393
1937,27,False,38,154
1937,27,False,39,196
1937,28,True,40,156
1937,28,True,40,154
1937,28,False,41,196
1937,28,False,42,203
1937,28,False,42,154
1937,29,True,43,22
1937,29,False,44,83
1937,29,False,45,123
1937,15,True,4,84
1937,15,True,4,85
1937,15,True,4,86
1937,15,False,46,325
1937,15,False,46,264
1937,15,False,46,86
1937,15,False,18,207
1937,15,False,18,208
1937,15,False,18,86
1937,15,False,2,258
1937,15,False,2,259
1937,15,False,2,86
1937,15,False,47,394
1937,15,False,47,395
1937,15,False,47,86
1937,15,False,1,256
1937,15,False,1,257
1937,15,False,1,86
1937,15,False,48,205
1937,15,False,48,206
1937,15,False,48,86
1937,15,False,49,127
1937,15,False,49,396
1937,15,False,49,86
1937,15,False,33,261
1937,15,False,33,397
1937,15,False,33,86
1937,10,True,0,398
1937,10,True,0,399
1937,10,False,50,269
1937,10,False,9,400
1937,10,False,4,401
1937,10,False,33,402
1937,24,True,0,398
1937,24,True,0,399
1937,24,False,51,265
1937,24,False,51,266
1937,24,False,2,160
1937,24,False,1,211
1937,24,False,3,403
1937,24,False,3,404
1938,0,True,0,340
1938,0,False,1,405
1938,0,False,2,105
1938,0,False,3,406
1938,0,False,4,34
1938,25,True,4,407
1938,25,False,5,408
1938,25,False,6,409
1938,25,False,7,410
1938,25,False,8,411
1938,1,True,9,346
1938,1,False,5,109
1938,1,False,10,67
1938,1,False,2,2
1938,1,False,11,412
1938,26,True,12,351
1938,26,False,13,413
1938,26,False,11,414
1938,26,False,14,415
1938,26,False,3,416
1938,2,True,7,112
1938,2,False,1,42
1938,2,False,1,417
1938,2,False,15,224
1938,2,False,14,114
1938,2,False,16,418
1938,2,False,4,113
1938,2,False,17,419
1938,2,False,18,420
1938,2,False,19,43
1938,2,False,19,173
1938,2,False,20,421
1938,2,False,21,172
1938,2,False,21,422
1938,2,False,22,357
1938,19,True,12,423
1938,19,False,4,424
1938,19,False,7,425
1938,19,False,19,426
1938,19,False,2,278
1938,3,True,9,427
1938,3,False,14,281
1938,3,False,23,428
1938,23,True,15,429
1938,23,False,24,430
1938,23,False,25,431
1938,23,False,25,432
1938,23,False,26,433
1938,23,False,27,434
1938,23,False,28,435
1938,23,False,29,436
1938,12,True,5,437
1938,12,False,9,438
1938,12,False,4,439
1938,12,False,13,372
1938,12,False,2,440
1938,20,True,7,441
1938,20,True,7,234
1938,20,False,5,442
1938,20,False,0,443
1938,20,False,9,444
1938,20,False,30,445
1938,21,True,30,446
1938,21,True,30,447
1938,21,True,30,448
1938,21,False,6,449
1938,21,False,6,450
1938,21,False,6,451
1938,21,False,12,452
1938,21,False,12,236
1938,21,False,12,448
1938,21,False,4,377
1938,21,False,4,307
1938,21,False,4,241
1938,21,False,7,235
1938,21,False,7,453
1938,21,False,7,454
1938,21,False,31,455
1938,21,False,31,456
1938,21,False,31,457
1938,21,False,32,309
1938,21,False,32,310
1938,21,False,32,311
1938,21,False,33,458
1938,21,False,33,459
1938,21,False,33,460
1938,21,False,18,378
1938,21,False,18,450
1938,21,False,18,461
1938,21,False,34,238
1938,21,False,34,462
1938,21,False,34,463
1938,21,False,35,464
1938,21,False,35,465
1938,21,False,35,466
1938,21,False,35,467
1938,21,False,36,468
1938,21,False,36,469
1938,21,False,36,470
1938,21,False,19,312
1938,21,False,19,379
1938,21,False,19,471
1938,21,False,37,472
1938,21,False,37,473
1938,21,False,37,474
1938,22,True,29,475
1938,22,True,29,475
1938,22,False,38,315
1938,22,False,38,316
1938,22,False,20,476
1938,22,False,20,477
1938,22,False,39,478
1938,22,False,39,479
1938,22,False,40,480
1938,22,False,40,247
1938,14,True,4,83
1938,14,False,5,197
1938,14,False,0,22
1938,14,False,14,151
1938,14,False,9,22
1938,14,False,12,481
1938,14,False,7,197
1938,14,False,30,81
1938,14,False,13,123
1938,14,False,2,482
1938,16,True,41,153
1938,16,True,41,154
1938,16,False,42,196
1938,16,False,43,250
1938,16,False,43,154
1938,27,True,44,203
1938,27,True,44,154
1938,27,False,45,83
1938,27,False,46,196
1938,28,True,47,255
1938,28,False,48,22
1938,28,False,49,203
1938,28,False,49,154
1938,29,True,50,22
1938,29,False,51,123
1938,29,False,52,123
1938,15,True,6,258
1938,15,True,6,259
1938,15,True,6,86
1938,15,False,53,483
1938,15,False,53,484
1938,15,False,53,86
1938,15,False,54,127
1938,15,False,54,485
1938,15,False,54,86
1938,15,False,12,325
1938,15,False,12,264
1938,15,False,12,86
1938,15,False,4,207
1938,15,False,4,208
1938,15,False,4,86
1938,15,False,7,256
1938,15,False,7,257
1938,15,False,7,86
1938,15,False,32,84
1938,15,False,32,85
1938,15,False,32,86
1938,15,False,30,261
1938,15,False,30,397
1938,15,False,30,86
1938,15,False,8,394
1938,15,False,8,395
1938,15,False,8,86
1938,15,False,55,205
1938,15,False,55,486
1938,15,False,55,86
1938,10,True,2,487
1938,10,True,2,488
1938,10,False,56,214
1938,10,False,12,489
1938,10,False,4,490
1938,10,False,4,491
1938,10,False,30,55
1938,24,True,4,492
1938,24,True,4,490
1938,24,True,4,491
1938,24,False,5,493
1938,24,False,0,494
1938,24,False,0,495
1938,24,False,0,496
1938,24,False,13,404
1938,24,False,13,497
1938,24,False,2,498
1938,24,False,2,499
1938,24,False,2,488
1939,0,True,0,340
1939,0,False,1,405
1939,0,False,2,500
1939,0,False,3,501
1939,0,False,4,168
1939,25,True,5,341
1939,25,False,6,502
1939,25,False,1,503
1939,25,False,7,504
1939,25,False,8,344
1939,1,True,9,220
1939,1,False,10,505
1939,1,False,4,506
1939,1,False,7,65
1939,1,False,11,507
1939,26,True,9,505
1939,26,False,12,350
1939,26,False,13,508
1939,26,False,14,509
1939,26,False,15,510
1939,2,True,16,511
1939,2,False,17,420
1939,2,False,18,512
1939,2,False,18,513
1939,2,False,1,421
1939,2,False,19,223
1939,2,False,20,114
1939,2,False,21,112
1939,2,False,21,514
1939,2,False,8,43
1939,2,False,8,515
1939,2,False,22,357
1939,2,False,7,42
1939,2,False,13,516
1939,3,True,15,517
1939,3,False,1,518
1939,3,False,23,519
1939,3,False,23,520
1939,3,False,24,228
1939,3,False,9,521
1939,3,False,22,428
1939,3,False,13,522
1939,3,False,25,523
1939,3,False,26,524
1939,3,False,14,525
1939,3,False,27,526
1939,12,True,14,194
1939,12,False,2,298
1939,12,False,0,120
1939,12,False,3,15
1939,12,False,6,298
1939,20,True,16,300
1939,20,False,18,303
1939,20,False,15,527
1939,20,False,28,527
1939,20,False,14,441
1939,30,True,29,528
1939,30,False,29,529
1939,30,False,29,530
1939,30,False,29,531
1939,30,False,29,532
1939,30,False,29,533
1939,30,False,29,534
1939,31,True,16,535
1939,31,False,23,536
1939,31,False,30,473
1939,31,False,31,537
1939,31,False,32,536
1939,31,False,33,450
1939,31,False,8,538
1939,31,False,7,539
1939,31,False,34,540
1939,31,False,25,236
1939,31,False,27,541
1939,21,True,18,450
1939,21,False,19,542
1939,21,False,35,453
1939,21,False,35,543
1939,21,False,20,450
1939,21,False,9,239
1939,21,False,22,447
1939,21,False,22,544
1939,21,False,36,545
1939,21,False,37,539
1939,21,False,38,473
1939,21,False,39,379
1939,21,False,27,541
1939,22,True,40,246
1939,22,True,40,247
1939,22,False,41,546
1939,22,False,41,547
1939,22,False,19,317
1939,22,False,19,317
1939,22,False,33,548
1939,22,False,33,549
1939,22,False,42,550
1939,22,False,42,550
1939,22,False,43,315
1939,22,False,43,551
1939,22,False,13,552
1939,22,False,13,549
1939,22,False,44,553
1939,22,False,44,554
1939,22,False,45,555
1939,22,False,45,385
1939,22,False,18,317
1939,22,False,18,317
1939,14,True,14,197
1939,14,False,16,556
1939,14,False,18,481
1939,14,False,0,22
1939,14,False,3,22
1939,14,False,6,556
1939,14,False,46,557
1939,14,False,9,83
1939,14,False,4,22
1939,14,False,28,22
1939,16,True,47,153
1939,16,True,47,154
1939,16,False,48,153
1939,16,False,48,154
1939,16,False,49,153
1939,16,False,49,154
1939,16,False,50,196
1939,16,False,51,153
1939,16,False,51,154
1939,28,True,52,22
1939,28,False,53,22
1939,28,False,54,481
1939,29,True,55,83
1939,29,False,56,83
1939,29,False,57,22
1939,15,True,33,258
1939,15,True,33,259
1939,15,True,33,86
1939,15,False,23,324
1939,15,False,23,558
1939,15,False,23,86
1939,15,False,6,207
1939,15,False,6,208
1939,15,False,6,86
1939,15,False,8,205
1939,15,False,8,486
1939,15,False,8,86
1939,15,False,13,394
1939,15,False,13,395
1939,15,False,13,86
1939,15,False,25,325
1939,15,False,25,559
1939,15,False,25,86
1939,15,False,37,84
1939,15,False,37,85
1939,15,False,37,86
1939,15,False,45,261
1939,15,False,45,560
1939,15,False,45,86
1939,15,False,26,127
1939,15,False,26,485
1939,15,False,26,86
1939,15,False,14,256
1939,15,False,14,257
1939,15,False,14,86
1939,10,True,0,561
1939,10,True,0,562
1939,10,False,18,317
1939,10,False,2,137
1939,10,False,31,563
1939,10,False,22,564
1939,10,False,22,565
1939,10,False,28,566
1939,24,True,4,567
1939,24,True,4,568
1939,24,True,4,569
1939,24,False,0,570
1939,24,False,0,561
1939,24,False,3,569
1939,24,False,3,566
1939,24,False,3,571
1939,24,False,6,572
1939,24,False,6,573
1939,24,False,14,211
1940,0,True,0,501
1940,0,True,1,501
1940,0,False,2,216
1940,0,False,3,574
1940,0,False,4,575
1940,0,False,5,576
1940,25,True,6,409
1940,25,False,7,577
1940,25,False,5,578
1940,25,False,8,579
1940,25,False,5,580
1940,1,True,2,581
1940,1,False,9,220
1940,1,False,10,109
1940,1,False,11,67
1940,1,False,0,582
1940,1,False,1,582
1940,26,True,2,583
1940,26,False,2,584
1940,26,False,3,585
1940,26,False,12,586
1940,26,False,10,353
1940,2,True,2,420
1940,2,False,8,43
1940,2,False,8,587
1940,2,False,13,516
1940,2,False,14,357
1940,2,False,14,588
1940,2,False,10,223
1940,2,False,10,589
1940,2,False,15,419
1940,2,False,5,514
1940,2,False,16,113
1940,2,False,17,590
1940,2,False,17,591
1940,2,False,6,421
1940,2,False,18,42
1940,2,False,18,592
1940,2,False,3,593
1940,32,True,3,281
1940,32,False,6,594
1940,33,True,2,521
1940,33,True,2,595
1940,33,False,16,596
1940,33,False,16,597
1940,12,True,2,598
1940,12,False,19,599
1940,12,False,5,194
1940,12,False,6,297
1940,12,False,3,370
1940,20,True,2,600
1940,20,True,2,601
1940,20,False,19,602
1940,20,False,5,441
1940,20,False,5,442
1940,20,False,17,303
1940,20,False,6,603
1940,20,False,6,604
1940,31,True,18,539
1940,31,False,9,239
1940,31,False,20,537
1940,31,False,21,536
1940,31,False,2,239
1940,31,False,22,536
1940,31,False,23,605
1940,31,False,23,606
1940,31,False,15,536
1940,31,False,24,607
1940,31,False,25,608
1940,31,False,17,450
1940,31,False,3,450
1940,21,True,6,538
1940,21,True,6,609
1940,21,True,6,610
1940,21,True,6,611
1940,21,False,4,612
1940,21,False,4,613
1940,21,False,14,447
1940,21,False,26,614
1940,21,False,26,615
1940,21,False,27,450
1940,21,False,28,616
1940,21,False,5,617
1940,21,False,25,608
1940,21,False,16,535
1940,21,False,29,545
1940,21,False,30,236
1940,21,False,31,450
1940,21,False,32,536
1940,22,True,18,618
1940,22,True,18,619
1940,22,False,22,246
1940,22,False,22,247
1940,22,False,33,317
1940,22,False,33,317
1940,22,False,10,620
1940,22,False,10,620
1940,14,True,2,482
1940,14,False,9,556
1940,14,False,19,22
1940,14,False,10,123
1940,14,False,5,197
1940,14,False,11,22
1940,14,False,25,621
1940,14,False,6,622
1940,14,False,18,22
1940,14,False,3,151
1940,16,True,34,153
1940,16,True,34,154
1940,16,False,35,83
1940,16,False,36,22
1940,16,False,37,153
1940,16,False,37,154
1940,28,True,38,196
1940,28,False,39,123
1940,28,False,40,22
1940,28,False,41,83
1940,29,True,42,83
1940,29,False,43,22
1940,29,False,44,123
1940,15,True,45,261
1940,15,True,45,560
1940,15,True,45,86
1940,15,False,46,84
1940,15,False,46,85
1940,15,False,46,86
1940,15,False,2,623
1940,15,False,2,259
1940,15,False,2,86
1940,15,False,19,624
1940,15,False,19,625
1940,15,False,19,86
1940,15,False,26,205
1940,15,False,26,486
1940,15,False,26,86
1940,15,False,27,127
1940,15,False,27,485
1940,15,False,27,86
1940,15,False,15,324
1940,15,False,15,558
1940,15,False,15,86
1940,15,False,5,256
1940,15,False,5,257
1940,15,False,5,86
1940,15,False,25,394
1940,15,False,25,395
1940,15,False,25,86
1940,15,False,16,207
1940,15,False,16,208
1940,15,False,16,86
1940,15,False,17,325
1940,15,False,17,264
1940,15,False,17,86
1940,34,True,17,626
1940,34,True,17,264
1940,34,False,2,627
1940,34,False,2,628
1940,34,False,2,629
1940,34,False,47,630
1940,34,False,47,631
1940,34,False,16,632
1940,34,False,16,208
1940,34,False,48,633
1940,34,False,49,634
1940,34,False,49,635
1940,34,False,49,636
1940,34,False,18,637
1940,34,False,18,85
1940,10,True,5,638
1940,10,False,50,639
1940,10,False,10,640
1940,10,False,10,437
1940,10,False,11,641
1940,10,False,51,642
1940,24,True,2,160
1940,24,False,19,643
1940,24,False,19,644
1940,24,False,19,645
1940,24,False,5,646
1940,24,False,11,647
