Year,WinOrLose,Type,Key,Item
1978,Winner,"Best Picture","Annie Hall","Charles H. Joffe, Producer"
1978,Nominees,"Best Picture","The Goodbye Girl","Ray Stark, Producer"
1978,Nominees,"Best Picture","Julia","Richard Roth, Producer"
1978,Nominees,"Best Picture","Star Wars","Gary Kurtz, Producer"
1978,Nominees,"Best Picture","The Turning Point","Herbert Ross and Arthur Laurents, Producers"
1978,Winner,"Short Film (Animated)","The Sand Castle","Co Hoedeman, Producer"
1978,Nominees,"Short Film (Animated)","The Bead Game","Ishu Patel, Producer"
1978,Nominees,"Short Film (Animated)","The Doonesbury Special","John Hubley, Faith Hubley and Garry Trudeau, Producers"
1978,Nominees,"Short Film (Animated)","Jimmy The C","James Picker, Robert Grossman and Craig Whitaker, Producers"
1978,Winner,"Short Film (Live Action)","I'll Find A Way","Beverly Shaffer and Yuki Yoshida, Producers"
1978,Nominees,"Short Film (Live Action)","The Absent-Minded Waiter","William E. McEuen, Producer"
1978,Nominees,"Short Film (Live Action)","Floating Free","Jerry Butts, Producer"
1978,Nominees,"Short Film (Live Action)","Notes On The Popular Arts","Saul Bass, Producer"
1978,Nominees,"Short Film (Live Action)","Spaceborne","Philip Dauber, Producer"
1978,Winner,"Sound","Star Wars","Don MacDougall, Ray West, Bob Minkler, Derek Ball"
1978,Nominees,"Sound","Close Encounters Of The Third Kind","Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa"
1978,Nominees,"Sound","The Deep","Walter Goss, Dick Alexander, Tom Beckert, Robin Gregory"
1978,Nominees,"Sound","Sorcerer","Robert Knudson, Robert J. Glass, Richard Tyler, Jean-Louis Ducarme"
1978,Nominees,"Sound","The Turning Point","Theodore Soderberg, Paul Wells, Douglas O. Williams, Jerry Jost"
1978,Winner,"Special Achievement Award","Star Wars","Special Award"
1978,Winner,"Special Achievement Award (Sound Effects Editing)","Close Encounters Of The Third Kind","Frank E. Warner"
1978,Winner,"Visual Effects","Star Wars","John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack"
1978,Nominees,"Visual Effects","Close Encounters Of The Third Kind","Roy Arbogast, Douglas Trumbull, Matthew Yuricich, Gregory Jein, Richard Yuricich"
1978,Winner,"Writing (Screenplay Written Directly For The Screen--Based On Factual Material Or On Story Material Not Previously Published Or Produced)","Annie Hall","Woody Allen, Marshall Brickman"
1978,Nominees,"Writing (Screenplay Written Directly For The Screen--Based On Factual Material Or On Story Material Not Previously Published Or Produced)","The Goodbye Girl","Neil Simon"
1978,Nominees,"Writing (Screenplay Written Directly For The Screen--Based On Factual Material Or On Story Material Not Previously Published Or Produced)","The Late Show","Robert Benton"
1978,Nominees,"Writing (Screenplay Written Directly For The Screen--Based On Factual Material Or On Story Material Not Previously Published Or Produced)","Star Wars","George Lucas"
1978,Nominees,"Writing (Screenplay Written Directly For The Screen--Based On Factual Material Or On Story Material Not Previously Published Or Produced)","The Turning Point","Arthur Laurents"
1978,Winner,"Writing (Screenplay--Based On Material From Another Medium)","Julia","Alvin Sargent"
1978,Nominees,"Writing (Screenplay--Based On Material From Another Medium)","Equus","Peter Shaffer"
1978,Nominees,"Writing (Screenplay--Based On Material From Another Medium)","I Never Promised You A Rose Garden","Gavin Lambert, Lewis John Carlino"
1978,Nominees,"Writing (Screenplay--Based On Material From Another Medium)","Oh, God!","Larry Gelbart"
1978,Nominees,"Writing (Screenplay--Based On Material From Another Medium)","That Obscure Object Of Desire","Luis Buñuel, Jean-Claude Carrière"
1979,Winner,"Actor In A Leading Role","Jon Voight","Coming Home"
1979,Nominees,"Actor In A Leading Role","Warren Beatty","Heaven Can Wait"
1979,Nominees,"Actor In A Leading Role","Gary Busey","The Buddy Holly Story"
1979,Nominees,"Actor In A Leading Role","Robert De Niro","The Deer Hunter"
1979,Nominees,"Actor In A Leading Role","Laurence Olivier","The Boys from Brazil"
1979,Winner,"Actor In A Supporting Role","Christopher Walken","The Deer Hunter"
1979,Nominees,"Actor In A Supporting Role","Bruce Dern","Coming Home"
1979,Nominees,"Actor In A Supporting Role","Richard Farnsworth","Comes a Horseman"
1979,Nominees,"Actor In A Supporting Role","John Hurt","Midnight Express"
1979,Nominees,"Actor In A Supporting Role","Jack Warden","Heaven Can Wait"
1979,Winner,"Actress In A Leading Role","Jane Fonda","Coming Home"
1979,Nominees,"Actress In A Leading Role","Ingrid Bergman","Autumn Sonata"
1979,Nominees,"Actress In A Leading Role","Ellen Burstyn","Same Time, Next Year"
1979,Nominees,"Actress In A Leading Role","Jill Clayburgh","An Unmarried Woman"
1979,Nominees,"Actress In A Leading Role","Geraldine Page","Interiors"
1979,Winner,"Actress In A Supporting Role","Maggie Smith","California Suite"
1979,Nominees,"Actress In A Supporting Role","Dyan Cannon","Heaven Can Wait"
1979,Nominees,"Actress In A Supporting Role","Penelope Milford","Coming Home"
1979,Nominees,"Actress In A Supporting Role","Maureen Stapleton","Interiors"
1979,Nominees,"Actress In A Supporting Role","Meryl Streep","The Deer Hunter"
1979,Winner,"Art Direction","Heaven Can Wait","Art Direction: Paul Sylbert, Edwin O'Donovan; Set Decoration: George Gaines"
1979,Nominees,"Art Direction","The Brink's Job","Art Direction: Dean Tavoularis, Angelo Graham; Set Decoration: George R. Nelson, Bruce Kay"
1979,Nominees,"Art Direction","California Suite","Art Direction: Albert Brenner; Set Decoration: Marvin March"
1979,Nominees,"Art Direction","Interiors","Art Direction: Mel Bourne; Set Decoration: Daniel Robert"
1979,Nominees,"Art Direction","The Wiz","Art Direction: Tony Walton, Philip Rosenberg; Set Decoration: Edward Stewart, Robert Drumheller"
1979,Winner,"Cinematography","Days Of Heaven","Nestor Almendros"
1979,Nominees,"Cinematography","The Deer Hunter","Vilmos Zsigmond"
1979,Nominees,"Cinematography","Heaven Can Wait","William A. Fraker"
1979,Nominees,"Cinematography","Same Time, Next Year","Robert Surtees"
1979,Nominees,"Cinematography","The Wiz","Oswald Morris"
1979,Winner,"Costume Design","Death On The Nile","Anthony Powell"
1979,Nominees,"Costume Design","Caravans","Renie Conley"
1979,Nominees,"Costume Design","Days Of Heaven","Patricia Norris"
1979,Nominees,"Costume Design","The Swarm","Paul Zastupnevich"
1979,Nominees,"Costume Design","The Wiz","Tony Walton"
1979,Winner,"Directing","The Deer Hunter","Michael Cimino"
1979,Nominees,"Directing","Coming Home","Hal Ashby"
1979,Nominees,"Directing","Heaven Can Wait","Warren Beatty, Buck Henry"
1979,Nominees,"Directing","Interiors","Woody Allen"
1979,Nominees,"Directing","Midnight Express","Alan Parker"
1979,Winner,"Documentary (Feature)","Scared Straight!","Arnold Shapiro, Producer"
1979,Nominees,"Documentary (Feature)","The Lovers' Wind","Albert Lamorisse, Producer"
1979,Nominees,"Documentary (Feature)","Mysterious Castles Of Clay","Alan Root, Producer"
1979,Nominees,"Documentary (Feature)","Raoni","Jean-Pierre Dutilleux, Barry Williams and Michel Gast, Producers"
1979,Nominees,"Documentary (Feature)","With Babies And Banners: Story Of The Women's Emergency Brigade","Anne Bohlen, Lyn Goldfarb and Lorraine Gray, Producers"
1979,Winner,"Documentary (Short Subject)","The Flight Of The Gossamer Condor","Jacqueline Phillips Shedd and Ben Shedd, Producers"
1979,Nominees,"Documentary (Short Subject)","The Divided Trail: A Native American Odyssey","Jerry Aronson, Producer"
1979,Nominees,"Documentary (Short Subject)","An Encounter With Faces","K.K. Kapil, Producer"
1979,Nominees,"Documentary (Short Subject)","Goodnight Miss Ann","August Cinquegrana, Producer"
1979,Nominees,"Documentary (Short Subject)","Squires Of San Quentin","J. Gary Mitchell, Producer"
1979,Winner,"Film Editing","The Deer Hunter","Peter Zinner"
1979,Nominees,"Film Editing","The Boys From Brazil","Robert E. Swink"
1979,Nominees,"Film Editing","Coming Home","Don Zimmerman"
1979,Nominees,"Film Editing","Midnight Express","Gerry Hambling"
1979,Nominees,"Film Editing","Superman","Stuart Baird"
1979,Winner,"Foreign Language Film","Get Out Your Handkerchiefs","France"
1979,Nominees,"Foreign Language Film","The Glass Cell","German Federal Republic"
1979,Nominees,"Foreign Language Film","Hungarians","Hungary"
1979,Nominees,"Foreign Language Film","Viva Italia!","Italy"
1979,Nominees,"Foreign Language Film","White Bim Black Ear","Union of Soviet Socialist Republics"
1979,Winner,"Jean Hersholt Humanitarian Award","","Leo Jaffe"
1979,Winner,"Music (Adaptation Score)","The Buddy Holly Story","Joe Renzetti"
1979,Nominees,"Music (Adaptation Score)","Pretty Baby","Jerry Wexler"
1979,Nominees,"Music (Adaptation Score)","The Wiz","Quincy Jones"
1979,Winner,"Music (Original Score)","Midnight Express","Giorgio Moroder"
1979,Nominees,"Music (Original Score)","The Boys From Brazil","Jerry Goldsmith"
1979,Nominees,"Music (Original Score)","Days Of Heaven","Ennio Morricone"
1979,Nominees,"Music (Original Score)","Heaven Can Wait","Dave Grusin"
1979,Nominees,"Music (Original Score)","Superman","John Williams"
1979,Winner,"Music (Original Song)","Thank God It's Friday","Last Dance in "Thank God It's Friday" Music and Lyrics by Paul Jabara"
1979,Nominees,"Music (Original Song)","Grease","Hopelessly Devoted To You in "Grease" Music and Lyrics by John Farrar"
1979,Nominees,"Music (Original Song)","Same Time, Next Year","The Last Time I Felt Like This in "Same Time, Next Year" Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman"
1979,Nominees,"Music (Original Song)","Foul Play","Ready To Take A Chance Again in "Foul Play" Music by Charles Fox; Lyrics by Norman Gimbel"
1979,Nominees,"Music (Original Song)","The Magic Of Lassie","When You're Loved in "The Magic of Lassie" Music and Lyrics by Richard M. Sherman and Robert B. Sherman"
1979,Winner,"Best Picture","The Deer Hunter","Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers"
1979,Nominees,"Best Picture","Coming Home","Jerome Hellman, Producer"
1979,Nominees,"Best Picture","Heaven Can Wait","Warren Beatty, Producer"
1979,Nominees,"Best Picture","Midnight Express","Alan Marshall and David Puttnam, Producers"
1979,Nominees,"Best Picture","An Unmarried Woman","Paul Mazursky and Tony Ray, Producers"
1979,Winner,"Short Film (Animated)","Special Delivery","Eunice Macaulay and John Weldon, Producers"
1979,Nominees,"Short Film (Animated)","Oh My Darling","Nico Crama, Producer"
1979,Nominees,"Short Film (Animated)","Rip Van Winkle","Will Vinton, Producer"
1979,Winner,"Short Film (Live Action)","Teenage Father","Taylor Hackford, Producer"
1979,Nominees,"Short Film (Live Action)","A Different Approach","Jim Belcher and Fern Field, Producers"
1979,Nominees,"Short Film (Live Action)","Mandy's Grandmother","Andrew Sugerman, Producer"
1979,Nominees,"Short Film (Live Action)","Strange Fruit","Seth Pinsker, Producer"
1979,Winner,"Sound","The Deer Hunter","Richard Portman, William McCaughey, Aaron Rochin, Darin Knight"
1979,Nominees,"Sound","The Buddy Holly Story","Tex Rudloff, Joel Fein, Curly Thirlwell, Willie Burton"
1979,Nominees,"Sound","Days Of Heaven","John K. Wilkinson, Robert W. Glass, Jr., John T. Reitz, Barry Thomas"
1979,Nominees,"Sound","Hooper","Robert Knudson, Robert J. Glass, Don MacDougall, Jack Solomon"
1979,Nominees,"Sound","Superman","Gordon K. McCallum, Graham Hartstone, Nicolas Le Messurier, Roy Charman"
1979,Winner,"Special Achievement Award (Visual Effects)","Superman","Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zoran Perisic"
1979,Winner,"Writing (Screenplay Based On Material From Another Medium)","Midnight Express","Oliver Stone"
1979,Nominees,"Writing (Screenplay Based On Material From Another Medium)","Bloodbrothers","Walter Newman"
1979,Nominees,"Writing (Screenplay Based On Material From Another Medium)","California Suite","Neil Simon"
1979,Nominees,"Writing (Screenplay Based On Material From Another Medium)","Heaven Can Wait","Elaine May, Warren Beatty"
1979,Nominees,"Writing (Screenplay Based On Material From Another Medium)","Same Time, Next Year","Bernard Slade"
1979,Winner,"Writing (Screenplay Written Directly For The Screen)","Coming Home","Story by Nancy Dowd; Screenplay by Waldo Salt, Robert C. Jones"
1979,Nominees,"Writing (Screenplay Written Directly For The Screen)","Autumn Sonata","Ingmar Bergman"
1979,Nominees,"Writing (Screenplay Written Directly For The Screen)","The Deer Hunter","Story by Michael Cimino, Deric Washburn, Louis Garfinkle, Quinn K. Redeker; Screenplay by Deric Washburn"
1979,Nominees,"Writing (Screenplay Written Directly For The Screen)","Interiors","Woody Allen"
1979,Nominees,"Writing (Screenplay Written Directly For The Screen)","An Unmarried Woman","Paul Mazursky"
1980,Winner,"Actor In A Leading Role","Dustin Hoffman","Kramer vs. Kramer"
1980,Nominees,"Actor In A Leading Role","Jack Lemmon","The China Syndrome"
1980,Nominees,"Actor In A Leading Role","Al Pacino","...And Justice for All"
1980,Nominees,"Actor In A Leading Role","Roy Scheider","All That Jazz"
1980,Nominees,"Actor In A Leading Role","Peter Sellers","Being There"
1980,Winner,"Actor In A Supporting Role","Melvyn Douglas","Being There"
1980,Nominees,"Actor In A Supporting Role","Robert Duvall","Apocalypse Now"
1980,Nominees,"Actor In A Supporting Role","Frederic Forrest","The Rose"
1980,Nominees,"Actor In A Supporting Role","Justin Henry","Kramer vs. Kramer"
1980,Nominees,"Actor In A Supporting Role","Mickey Rooney","The Black Stallion"
1980,Winner,"Actress In A Leading Role","Sally Field","Norma Rae"
1980,Nominees,"Actress In A Leading Role","Jill Clayburgh","Starting Over"
1980,Nominees,"Actress In A Leading Role","Jane Fonda","The China Syndrome"
1980,Nominees,"Actress In A Leading Role","Marsha Mason","Chapter Two"
1980,Nominees,"Actress In A Leading Role","Bette Midler","The Rose"
1980,Winner,"Actress In A Supporting Role","Meryl Streep","Kramer vs. Kramer"
1980,Nominees,"Actress In A Supporting Role","Jane Alexander","Kramer vs. Kramer"
1980,Nominees,"Actress In A Supporting Role","Barbara Barrie","Breaking Away"
1980,Nominees,"Actress In A Supporting Role","Candice Bergen","Starting Over"
1980,Nominees,"Actress In A Supporting Role","Mariel Hemingway","Manhattan"
1980,Winner,"Art Direction","All That Jazz","Art Direction: Philip Rosenberg, Tony Walton; Set Decoration: Edward Stewart, Gary Brink"
1980,Nominees,"Art Direction","Alien","Art Direction: Michael Seymour, Les Dilley, Roger Christian; Set Decoration: Ian Whittaker"
1980,Nominees,"Art Direction","Apocalypse Now","Art Direction: Dean Tavoularis, Angelo Graham; Set Decoration: George R. Nelson"
1980,Nominees,"Art Direction","The China Syndrome","Art Direction: George Jenkins; Set Decoration: Arthur Jeph Parker"
1980,Nominees,"Art Direction","Star Trek - The Motion Picture","Art Direction: Harold Michelson, Joe Jennings, Leon Harris, John Vallone; Set Decoration: Linda DeScenna"
1980,Winner,"Cinematography","Apocalypse Now","Vittorio Storaro"
1980,Nominees,"Cinematography","All That Jazz","Giuseppe Rotunno"
1980,Nominees,"Cinematography","The Black Hole","Frank Phillips"
1980,Nominees,"Cinematography","Kramer Vs. Kramer","Nestor Almendros"
1980,Nominees,"Cinematography","1941","William A. Fraker"
1980,Winner,"Costume Design","All That Jazz","Albert Wolsky"
1980,Nominees,"Costume Design","Agatha","Shirley Russell"
1980,Nominees,"Costume Design","Butch And Sundance: The Early Days","William Ware Theiss"
1980,Nominees,"Costume Design","The Europeans","Judy Moorcroft"
1980,Nominees,"Costume Design","La Cage Aux Folles","Piero Tosi, Ambra Danon"
1980,Winner,"Directing","Kramer Vs. Kramer","Robert Benton"
1980,Nominees,"Directing","All That Jazz","Bob Fosse"
1980,Nominees,"Directing","Apocalypse Now","Francis Coppola"
1980,Nominees,"Directing","Breaking Away","Peter Yates"
1980,Nominees,"Directing","La Cage Aux Folles","Edouard Molinaro"
1980,Winner,"Documentary (Feature)","Best Boy","Ira Wohl, Producer"
1980,Nominees,"Documentary (Feature)","Generation On The Wind","David A. Vassar, Producer"
1980,Nominees,"Documentary (Feature)","Going The Distance","Paul Cowan and Jacques Bobet, Producers"
1980,Nominees,"Documentary (Feature)","The Killing Ground","Steve Singer and Tom Priestley, Producers"
1980,Nominees,"Documentary (Feature)","The War At Home","Glenn Silber and Barry Alexander Brown, Producers"
1980,Winner,"Documentary (Short Subject)","Paul Robeson: Tribute To An Artist","Saul J. Turell, Producer"
1980,Nominees,"Documentary (Short Subject)","Dae","Risto Teofilovski, Producer"
1980,Nominees,"Documentary (Short Subject)","Koryo Celadon","Donald A. Connolly and James R. Messenger, Producers"
1980,Nominees,"Documentary (Short Subject)","Nails","Phillip Borsos, Producer"
1980,Nominees,"Documentary (Short Subject)","Remember Me","Dick Young, Producer"
1980,Winner,"Film Editing","All That Jazz","Alan Heim"
1980,Nominees,"Film Editing","Apocalypse Now","Richard Marks, Walter Murch, Gerald B. Greenberg, Lisa Fruchtman"
1980,Nominees,"Film Editing","The Black Stallion","Robert Dalva"
1980,Nominees,"Film Editing","Kramer Vs. Kramer","Jerry Greenberg"
1980,Nominees,"Film Editing","The Rose","Robert L. Wolfe, C. Timothy O'Meara"
1980,Winner,"Foreign Language Film","The Tin Drum","Federal Republic of Germany"
1980,Nominees,"Foreign Language Film","The Maids Of Wilko","Poland"
1980,Nominees,"Foreign Language Film","Mama Turns A Hundred","Spain"
1980,Nominees,"Foreign Language Film","A Simple Story","France"
1980,Nominees,"Foreign Language Film","To Forget Venice","Italy"
1980,Winner,"Irving G. Thalberg Memorial Award","","Ray Stark"
1980,Winner,"Jean Hersholt Humanitarian Award","","Robert Benjamin"
1980,Winner,"Music (Original Score)","A Little Romance","Georges Delerue"
1980,Nominees,"Music (Original Score)","The Amityville Horror","Lalo Schifrin"
1980,Nominees,"Music (Original Score)","The Champ","Dave Grusin"
1980,Nominees,"Music (Original Score)","Star Trek - The Motion Picture","Jerry Goldsmith"
1980,Nominees,"Music (Original Score)","10","Henry Mancini"
1980,Winner,"Music (Original Song Score And Its Adaptation -Or- Adaptation Score)","All That Jazz","Adaptation Score by Ralph Burns"
1980,Nominees,"Music (Original Song Score And Its Adaptation -Or- Adaptation Score)","Breaking Away","Adaptation Score by Patrick Williams"
1980,Nominees,"Music (Original Song Score And Its Adaptation -Or- Adaptation Score)","The Muppet Movie","Song Score by Paul Williams and Kenny Ascher; Adaptation Score by Paul Williams"
1980,Winner,"Music (Original Song)","Norma Rae","It Goes Like It Goes in "Norma Rae" Music by David Shire; Lyric by Norman Gimbel"
1980,Nominees,"Music (Original Song)","The Promise","I'll Never Say 'Goodbye' in "The Promise" Music by David Shire; Lyric by Alan Bergman and Marilyn Bergman"
1980,Nominees,"Music (Original Song)","10","It's Easy To Say in "10" Music by Henry Mancini; Lyric by Robert Wells"
1980,Nominees,"Music (Original Song)","The Muppet Movie","The Rainbow Connection in "The Muppet Movie" Music and Lyric by Paul Williams and Kenny Ascher"
1980,Nominees,"Music (Original Song)","Ice Castles","Through The Eyes Of Love in "Ice Castles" Music by Marvin Hamlisch; Lyric by Carole Bayer Sager"
1980,Winner,"Best Picture","Kramer Vs. Kramer","Stanley R. Jaffe, Producer"
1980,Nominees,"Best Picture","All That Jazz","Robert Alan Aurthur, Producer"
1980,Nominees,"Best Picture","Apocalypse Now","Francis Coppola, Producer; Fred Roos, Gray Frederickson and Tom Sternberg, Co-Producers"
1980,Nominees,"Best Picture","Breaking Away","Peter Yates, Producer"
1980,Nominees,"Best Picture","Norma Rae","Tamara Asseyev and Alex Rose, Producers"
1980,Winner,"Short Film (Animated)","Every Child","Derek Lamb, Producer"
1980,Nominees,"Short Film (Animated)","Dream Doll","Bob Godfrey and Zlatko Grgic, Producers"
1980,Nominees,"Short Film (Animated)","It's So Nice To Have A Wolf Around The House","Paul Fierlinger, Producer"
1980,Winner,"Short Film (Live Action)","Board And Care","Sarah Pillsbury and Ron Ellis, Producers"
1980,Nominees,"Short Film (Live Action)","Bravery In The Field","Roman Kroitor and Stefan Wodoslawsky, Producers"
1980,Nominees,"Short Film (Live Action)","Oh Brother, My Brother","Carol Lowell and Ross Lowell, Producers"
1980,Nominees,"Short Film (Live Action)","The Solar Film","Saul Bass and Michael Britton, Producers"
1980,Nominees,"Short Film (Live Action)","Solly's Diner","Harry Mathias, Jay Zukerman and Larry Hankin, Producers"
1980,Winner,"Sound","Apocalypse Now","Walter Murch, Mark Berger, Richard Beggs, Nat Boxer"
1980,Nominees,"Sound","The Electric Horseman","Arthur Piantadosi, Les Fresholtz, Michael Minkler, Al Overton"
1980,Nominees,"Sound","Meteor","William McCaughey, Aaron Rochin, Michael J. Kohut, Jack Solomon"
1980,Nominees,"Sound","1941","Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa"
1980,Nominees,"Sound","The Rose","Theodore Soderberg, Douglas Williams, Paul Wells, Jim Webb"
1980,Winner,"Special Achievement Award (Sound Editing)","The Black Stallion","Alan Splet"
1980,Winner,"Visual Effects","Alien","H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling"
1980,Nominees,"Visual Effects","The Black Hole","Peter Ellenshaw, Art Cruickshank, Eustace Lycett, Danny Lee, Harrison Ellenshaw, Joe Hale"
1980,Nominees,"Visual Effects","Moonraker","Derek Meddings, Paul Wilson, John Evans"
1980,Nominees,"Visual Effects","1941","William A. Fraker, A. D. Flowers, Gregory Jein"
1980,Nominees,"Visual Effects","Star Trek - The Motion Picture","Douglas Trumbull, John Dykstra, Richard Yuricich, Robert Swarthe, Dave Stewart, Grant McCune"
1980,Winner,"Writing (Screenplay Based On Material From Another Medium)","Kramer Vs. Kramer","Robert Benton"
1980,Nominees,"Writing (Screenplay Based On Material From Another Medium)","Apocalypse Now","John Milius, Francis Coppola"
1980,Nominees,"Writing (Screenplay Based On Material From Another Medium)","La Cage Aux Folles","Francis Veber, Edouard Molinaro, Marcello Danon, Jean Poiret"
1980,Nominees,"Writing (Screenplay Based On Material From Another Medium)","A Little Romance","Allan Burns"
1980,Nominees,"Writing (Screenplay Based On Material From Another Medium)","Norma Rae","Irving Ravetch, Harriet Frank, Jr."
1980,Winner,"Writing (Screenplay Written Directly For The Screen)","Breaking Away","Steve Tesich"
1980,Nominees,"Writing (Screenplay Written Directly For The Screen)","All That Jazz","Robert Alan Aurthur, Bob Fosse"
1980,Nominees,"Writing (Screenplay Written Directly For The Screen)","...And Justice For All","Valerie Curtin, Barry Levinson"
1980,Nominees,"Writing (Screenplay Written Directly For The Screen)","The China Syndrome","Mike Gray, T.S. Cook, James Bridges"
1980,Nominees,"Writing (Screenplay Written Directly For The Screen)","Manhattan","Woody Allen, Marshall Brickman"
1981,Winner,"Actor In A Leading Role","Robert De Niro","Raging Bull"
1981,Nominees,"Actor In A Leading Role","Robert Duvall","The Great Santini"
1981,Nominees,"Actor In A Leading Role","John Hurt","The Elephant Man"
1981,Nominees,"Actor In A Leading Role","Jack Lemmon","Tribute"
1981,Nominees,"Actor In A Leading Role","Peter O'toole","The Stunt Man"
1981,Winner,"Actor In A Supporting Role","Timothy Hutton","Ordinary People"
1981,Nominees,"Actor In A Supporting Role","Judd Hirsch","Ordinary People"
1981,Nominees,"Actor In A Supporting Role","Michael O'keefe","The Great Santini"
1981,Nominees,"Actor In A Supporting Role","Joe Pesci","Raging Bull"
1981,Nominees,"Actor In A Supporting Role","Jason Robards","Melvin and Howard"
1981,Winner,"Actress In A Leading Role","Sissy Spacek","Coal Miner's Daughter"
1981,Nominees,"Actress In A Leading Role","Ellen Burstyn","Resurrection"
1981,Nominees,"Actress In A Leading Role","Goldie Hawn","Private Benjamin"
1981,Nominees,"Actress In A Leading Role","Mary Tyler Moore","Ordinary People"
1981,Nominees,"Actress In A Leading Role","Gena Rowlands","Gloria"
1981,Winner,"Actress In A Supporting Role","Mary Steenburgen","Melvin and Howard"
1981,Nominees,"Actress In A Supporting Role","Eileen Brennan","Private Benjamin"
1981,Nominees,"Actress In A Supporting Role","Eva Le Gallienne","Resurrection"
1981,Nominees,"Actress In A Supporting Role","Cathy Moriarty","Raging Bull"
1981,Nominees,"Actress In A Supporting Role","Diana Scarwid","Inside Moves"
1981,Winner,"Art Direction","Tess","Art Direction: Pierre Guffroy, Jack Stephens"
1981,Nominees,"Art Direction","Coal Miner's Daughter","Art Direction: John W. Corso; Set Decoration: John M. Dwyer"
1981,Nominees,"Art Direction","The Elephant Man","Art Direction: Stuart Craig, Bob Cartwright; Set Decoration: Hugh Scaife"
1981,Nominees,"Art Direction","The Empire Strikes Back","Art Direction: Norman Reynolds, Leslie Dilley, Harry Lange, Alan Tomkins; Set Decoration: Michael Ford"
1981,Nominees,"Art Direction","Kagemusha (The Shadow Warrior)","Yoshiro Muraki"
1981,Winner,"Cinematography","Tess","Geoffrey Unsworth, Ghislain Cloquet"
1981,Nominees,"Cinematography","The Blue Lagoon","Nestor Almendros"
1981,Nominees,"Cinematography","Coal Miner's Daughter","Ralf D. Bode"
1981,Nominees,"Cinematography","The Formula","James Crabe"
1981,Nominees,"Cinematography","Raging Bull","Michael Chapman"
1981,Winner,"Costume Design","Tess","Anthony Powell"
1981,Nominees,"Costume Design","The Elephant Man","Patricia Norris"
1981,Nominees,"Costume Design","My Brilliant Career","Anna Senior"
1981,Nominees,"Costume Design","Somewhere In Time","Jean-Pierre Dorleac"
1981,Nominees,"Costume Design","When Time Ran Out","Paul Zastupnevich"
1981,Winner,"Directing","Ordinary People","Robert Redford"
1981,Nominees,"Directing","The Elephant Man","David Lynch"
1981,Nominees,"Directing","Raging Bull","Martin Scorsese"
1981,Nominees,"Directing","The Stunt Man","Richard Rush"
1981,Nominees,"Directing","Tess","Roman Polanski"
1981,Winner,"Documentary (Feature)","From Mao To Mozart: Isaac Stern In China","Murray Lerner, Producer"
1981,Nominees,"Documentary (Feature)","Agee","Ross Spears, Producer"
1981,Nominees,"Documentary (Feature)","The Day After Trinity","Jon Else, Producer"
1981,Nominees,"Documentary (Feature)","Front Line","David Bradbury, Producer"
1981,Nominees,"Documentary (Feature)","The Yellow Star - The Persecution Of The Jews In Europe 1933-45","Bengt von zur Muehlen and Arthur Cohn, Producers"
1981,Winner,"Documentary (Short Subject)","Karl Hess: Toward Liberty","Karl Hess: Toward Liberty"
1981,Nominees,"Documentary (Short Subject)","Don't Mess With Bill","John Watson and Pen Densham, Producers"
1981,Nominees,"Documentary (Short Subject)","The Eruption Of Mount St. Helens","George Casey, Producer"
1981,Nominees,"Documentary (Short Subject)","It's The Same World","Dick Young, Producer"
1981,Nominees,"Documentary (Short Subject)","Luther Metke At 94","Richard Hawkins and Jorge Preloran, Producers"
1981,Winner,"Film Editing","Raging Bull","Thelma Schoonmaker"
1981,Nominees,"Film Editing","Coal Miner's Daughter","Arthur Schmidt"
1981,Nominees,"Film Editing","The Competition","David Blewitt"
1981,Nominees,"Film Editing","The Elephant Man","Anne V. Coates"
1981,Nominees,"Film Editing","Fame","Gerry Hambling"
1981,Winner,"Foreign Language Film","Moscow Does Not Believe In Tears","Union of Soviet Socialist Republics"
1981,Nominees,"Foreign Language Film","Confidence","Hungary"
1981,Nominees,"Foreign Language Film","Kagemusha (The Shadow Warrior)","Japan"
1981,Nominees,"Foreign Language Film","The Last Metro","France"
1981,Nominees,"Foreign Language Film","The Nest","Spain"
1981,Winner,"Music (Original Score)","Fame","Michael Gore"
1981,Nominees,"Music (Original Score)","Altered States","John Corigliano"
1981,Nominees,"Music (Original Score)","The Elephant Man","John Morris"
1981,Nominees,"Music (Original Score)","The Empire Strikes Back","John Williams"
1981,Nominees,"Music (Original Score)","Tess","Philippe Sarde"
1981,Winner,"Music (Original Song)","Fame","Fame in "Fame" Music by Michael Gore; Lyric by Dean Pitchford"
1981,Nominees,"Music (Original Song)","Nine To Five","Nine To Five in "Nine to Five" Music and Lyric by Dolly Parton"
1981,Nominees,"Music (Original Song)","Honeysuckle Rose","On The Road Again in "Honeysuckle Rose" Music and Lyric by Willie Nelson"
1981,Nominees,"Music (Original Song)","Fame","Out Here On My Own in "Fame" Music by Michael Gore; Lyric by Lesley Gore"
